# 8192
8192 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# 16384
16384 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# 32768
32768 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# 65536
65536 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
# stride
stride 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
